Input String,Expected Value,Predicted Value
['hurri onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['limit quantiti avail'],['Low-stock Message'],['Low-stock Message']
['limit quantiti remain'],['Low-stock Message'],['Limited-time Message']
['last one avail'],['Low-stock Message'],['Hidden Costs']
['limit quantiti remain'],['Low-stock Message'],['Limited-time Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli product left'],['Low-stock Message'],['Low-stock Message']
['in stock product left'],['Low-stock Message'],['Low-stock Message']
['limit quantiti'],['Low-stock Message'],['Limited-time Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['hurri left stock'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['stock low item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['in stock onli left'],['Low-stock Message'],['Low-stock Message']
['in stock left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['left stock'],['Low-stock Message'],['Low-stock Message']
['onli unit left stock onlin'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri almost sold out'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['limit avail price'],['Low-stock Message'],['Confirmshaming']
['piec left'],['Low-stock Message'],['Low-stock Message']
['onli left size'],['Low-stock Message'],['Low-stock Message']
['hurri onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli pair left'],['Low-stock Message'],['Low-stock Message']
['hurri limit quantiti avail'],['Low-stock Message'],['Low-stock Message']
['hurri limit quantiti avail'],['Low-stock Message'],['Low-stock Message']
['less item left'],['Low-stock Message'],['Low-stock Message']
['low stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli limit item left'],['Low-stock Message'],['Low-stock Message']
['last chanc onli left'],['Low-stock Message'],['Low-stock Message']
['last chanc onli left'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli stock'],['Low-stock Message'],['Low-stock Message']
['last left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['piec left promo'],['Low-stock Message'],['Low-stock Message']
['limit quantiti'],['Low-stock Message'],['Limited-time Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['in stock left'],['Low-stock Message'],['Low-stock Message']
['item left'],['Low-stock Message'],['Low-stock Message']
['low in stock left'],['Low-stock Message'],['Low-stock Message']
['left stock hurri'],['Low-stock Message'],['Low-stock Message']
['unit left'],['Low-stock Message'],['Activity Notification']
['left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli remain'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['item left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['avail low stock remain'],['Low-stock Message'],['Low-stock Message']
['low stock onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['low stock alert onli left inventori'],['Low-stock Message'],['Low-stock Message']
['low stock onli left'],['Low-stock Message'],['Low-stock Message']
['onli a few left'],['Low-stock Message'],['Low-stock Message']
['onli a few left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli a few left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli item left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock buy soon'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli m left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli item left stock'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['limit quantiti avail'],['Low-stock Message'],['Low-stock Message']
['fewer left'],['Low-stock Message'],['Low-stock Message']
['fewer left'],['Low-stock Message'],['Low-stock Message']
['item left'],['Low-stock Message'],['Low-stock Message']
['limit avail'],['Low-stock Message'],['Low-stock Message']
['we left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock order soon'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['quick onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['go fast limit quantiti left'],['Low-stock Message'],['Low-stock Message']
['in stock limit quantiti'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli deal left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['stock'],['Low-stock Message'],['Low-stock Message']
['current less avail'],['Low-stock Message'],['Low-stock Message']
['onli piec left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left'],['Low-stock Message'],['Low-stock Message']
['almost sold out onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left order soon'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['left stock'],['Low-stock Message'],['Low-stock Message']
['hurri item left'],['Low-stock Message'],['Low-stock Message']
['low stock onli left'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['left stock'],['Low-stock Message'],['Low-stock Message']
['stock'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli piec stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['less left'],['Low-stock Message'],['Low-stock Message']
['less left'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['onli copi left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['left order'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri limit quantiti left'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['hurri left'],['Low-stock Message'],['Low-stock Message']
['low stock left'],['Low-stock Message'],['Low-stock Message']
['low stock left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['limit quantiti avail'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock make'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri left'],['Low-stock Message'],['Low-stock Message']
['current left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['hurri onli left'],['Low-stock Message'],['Low-stock Message']
['onli left product'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock almost gone'],['Low-stock Message'],['Low-stock Message']
['hurri left stock'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli one left stock order soon'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['thi size left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['hurri low in stock'],['Low-stock Message'],['Low-stock Message']
['hurri onli item left'],['Low-stock Message'],['Low-stock Message']
['onli yard left stock'],['Low-stock Message'],['Low-stock Message']
['avail onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['low stock'],['Low-stock Message'],['Low-stock Message']
['onli pc left'],['Low-stock Message'],['Low-stock Message']
['item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left hurri'],['Low-stock Message'],['Low-stock Message']
['quantiti onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli avail'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['seat left'],['Low-stock Message'],['Low-stock Message']
['seat left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['offer claim hurri'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left get gone'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['offer claim hurri'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['clearanc onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['avail left'],['Low-stock Message'],['Low-stock Message']
['in stock onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['in stock onli left'],['Low-stock Message'],['Low-stock Message']
['limit time deal'],['Low-stock Message'],['Limited-time Message']
['left'],['Low-stock Message'],['Low-stock Message']
['onli unit avail'],['Low-stock Message'],['Low-stock Message']
['hurri left'],['Low-stock Message'],['Low-stock Message']
['limit quantiti'],['Low-stock Message'],['Low-stock Message']
['last left'],['Low-stock Message'],['Low-stock Message']
['low stock onli left'],['Low-stock Message'],['Low-stock Message']
['left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli in stock'],['Low-stock Message'],['Low-stock Message']
['avail item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['hurri less left'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['almost gone onli left in stock'],['Low-stock Message'],['Low-stock Message']
['almost gone onli left in stock'],['Low-stock Message'],['Low-stock Message']
['in stock left'],['Low-stock Message'],['Low-stock Message']
['sellout risk'],['Low-stock Message'],['Hidden Costs']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli stock'],['Low-stock Message'],['Low-stock Message']
['onli watch left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli item left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['limit stock onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['there item left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left in thi size'],['Low-stock Message'],['Low-stock Message']
['offer claim hurri'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['left'],['Low-stock Message'],['Low-stock Message']
['onli item left stock'],['Low-stock Message'],['Low-stock Message']
['order soon left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['stock'],['Low-stock Message'],['Low-stock Message']
['onli left stock buy soon'],['Low-stock Message'],['Low-stock Message']
['hurri low stock'],['Low-stock Message'],['Low-stock Message']
['hurri onli left size m'],['Low-stock Message'],['Low-stock Message']
['hurri left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['bottl left'],['Low-stock Message'],['Low-stock Message']
['we stock left product pleas miss chanc'],['Low-stock Message'],['Low-stock Message']
['limit stock avail'],['Low-stock Message'],['Low-stock Message']
['onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['almost gone remain'],['Low-stock Message'],['Hidden Costs']
['stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['we left'],['Low-stock Message'],['Low-stock Message']
['avail in stock hurri onli left'],['Low-stock Message'],['Low-stock Message']
['onli item left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['offer claim hurri'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['item left'],['Low-stock Message'],['Low-stock Message']
['onli a few left'],['Low-stock Message'],['Low-stock Message']
['last chanc to activ off'],['Low-stock Message'],['Hidden Costs']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['hurri onli left in stock'],['Low-stock Message'],['Low-stock Message']
['onli left at thi price'],['Low-stock Message'],['Low-stock Message']
['sold today hurri left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['claim hurri left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['claim hurri left'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left in stock'],['Low-stock Message'],['Low-stock Message']
['hurri up just item left stock'],['Low-stock Message'],['Low-stock Message']
['hurri onli left stock'],['Low-stock Message'],['Low-stock Message']
['onli left'],['Low-stock Message'],['Low-stock Message']
['hurri onli left in stock'],['Low-stock Message'],['Low-stock Message']
['hurri onli left in stock'],['Low-stock Message'],['Low-stock Message']
['no usb y adapt our usb sound card highli recommend pc mac linux window work current gen consol the y adapt recommend consol game phone trr jack'],['Pressured Selling'],['Hidden Costs']
['how one hot seller'],['Pressured Selling'],['Hidden Costs']
['limit time offer grab match pair save'],['Pressured Selling'],['Limited-time Message']
['for the ultim experi can select one'],['Pressured Selling'],['Hidden Costs']
['protect your sofa your humblebum sofa thatch hous fabric look wick whi add castelan fabric protect cover new squish machin wine spillag messi tv dinner disast'],['Pressured Selling'],['Sneak into Basket']
['custom also shop'],['Pressured Selling'],['Activity Notification']
['get off your nd case or canopi screen protector a off discount automat appli lowest price item cart check one item exclud clearanc item click choos anoth item'],['Pressured Selling'],['Activity Notification']
['how'],['Pressured Selling'],['Hidden Costs']
['don forget essenti get year accident damag coverag applecar'],['Pressured Selling'],['Confirmshaming']
['ye upgrad purchas'],['Pressured Selling'],['Sneak into Basket']
['add world s most comfort chair'],['Pressured Selling'],['Hidden Costs']
['don t miss on these awesom item don t miss on our tabl decor system'],['Pressured Selling'],['Low-stock Message']
['peopl also buy'],['Pressured Selling'],['Activity Notification']
['add your gift we ship for free'],['Pressured Selling'],['Limited-time Message']
['no thank i want item'],['Pressured Selling'],['Confirmshaming']
['person doll'],['Pressured Selling'],['Hidden Costs']
['nice choic did know miss deal item cart suit shirt tie shop suit shirt tie or get suit packag'],['Pressured Selling'],['Activity Notification']
['add save'],['Pressured Selling'],['Hidden Costs']
['befor check tempt'],['Pressured Selling'],['Hidden Costs']
['necessari protect'],['Pressured Selling'],['Hidden Costs']
['would like buy save'],['Pressured Selling'],['Confirmshaming']
['fanstast deal'],['Pressured Selling'],['Hidden Costs']
['add someth make extra special'],['Pressured Selling'],['Forced Enrollment']
['add for better result'],['Pressured Selling'],['Hidden Costs']
['your purchas entitl follow special'],['Pressured Selling'],['Activity Notification']
['limit time offer bundl base get'],['Pressured Selling'],['Limited-time Message']
['lenscap damag onli'],['Pressured Selling'],['Low-stock Message']
['profession color tool kit addon'],['Pressured Selling'],['Forced Enrollment']
['want special deal bundl save upto'],['Pressured Selling'],['Confirmshaming']
['protect your gear'],['Pressured Selling'],['Hidden Costs']
['grab bargain'],['Pressured Selling'],['Hidden Costs']
['other item on special offer'],['Pressured Selling'],['Limited-time Message']
['want add one'],['Pressured Selling'],['Confirmshaming']
['no thank'],['Pressured Selling'],['Confirmshaming']
['glassguard warranti do fear break glass add glassguard warranti polici insur purchas'],['Pressured Selling'],['Activity Notification']
['custom also bought'],['Pressured Selling'],['Activity Notification']
['our best sell goggl'],['Pressured Selling'],['Hidden Costs']
['let make sure everyth els need'],['Pressured Selling'],['Hidden Costs']
['would like purchas extend protect plan'],['Pressured Selling'],['Confirmshaming']
['score you qualifi checkout bonu'],['Pressured Selling'],['Hidden Costs']
['subscrib save'],['Pressured Selling'],['Hidden Costs']
['with year care subscript day histori'],['Pressured Selling'],['Countdown Timer']
['subscrib save'],['Pressured Selling'],['Hidden Costs']
['you choos one box madison reed membership'],['Pressured Selling'],['Hidden Costs']
['did know shaver head need replac everi month get shaver guard clean spray extend life anoth month'],['Pressured Selling'],['Hidden Costs']
['ship insur remov insur'],['Sneak into Basket'],['Hidden Costs']
['support the american supressor associ'],['Sneak into Basket'],['Hidden Costs']
['purchas protect ad'],['Sneak into Basket'],['Activity Notification']
['what peopl say us'],['Testimonials of Uncertain Origin'],['Activity Notification']
['what peopl tell us'],['Testimonials of Uncertain Origin'],['Activity Notification']
['what peopl sai us'],['Testimonials of Uncertain Origin'],['Activity Notification']
['what peopl say us'],['Testimonials of Uncertain Origin'],['Activity Notification']
['we like send weekli email pack full love product clearanc goodi cool stuff win you unsubscrib time if don t want receiv email pleas tick box we like send occasion brochur get regular fix love product you unsubscrib time if don t want receiv brochur pleas tick box we like introduc brand might love post occasion brochur you opt time if don t want receiv brochur pleas tick box'],['Trick Questions'],['Confirmshaming']
['uncheck box prefer receiv email updat'],['Trick Questions'],['Hard to Cancel']
['login regist'],['Trick Questions'],['Hidden Costs']
['want free ship'],['Trick Questions'],['Confirmshaming']
['we like keep inform via email product updat upgrad special offer price if wish contact via email pleas ensur box check'],['Trick Questions'],['Forced Enrollment']
['tick want receiv promot offer post tick wish receiv promot offer email sm tick would like receiv offer select third parti'],['Trick Questions'],['Forced Enrollment']
['we love send email offer new product new balanc athlet inc wish receiv updat pleas tick box'],['Trick Questions'],['Hard to Cancel']
['i alreadi item do add cart'],['Trick Questions'],['Activity Notification']
['if click continu happi tell discount money new product veri e mail text unless tell us do not want hear tick if would like receiv offer care select rd parti pleas tick'],['Trick Questions'],['Confirmshaming']
['congratul you qualifi receiv recharg function bullet vibe free'],['Visual Interference'],['Limited-time Message']
['i wish start shop i want receiv daili email alert amaz discount luxuri brand'],['Visual Interference'],['Confirmshaming']
['compar'],['Visual Interference'],['Hidden Costs']
['spin unlock mysteri offer'],['Visual Interference'],['Limited-time Message']
['order without free membership'],['Visual Interference'],['Hard to Cancel']
['the competit'],['Visual Interference'],['Hidden Costs']
['no i rather hear exclus offer discount'],['Visual Interference'],['Limited-time Message']
['compar'],['Visual Interference'],['Hidden Costs']
['competitor price'],['Visual Interference'],['Confirmshaming']
['two free pillow and off with promo code'],['Visual Interference'],['Limited-time Message']
['compar'],['Visual Interference'],['Hidden Costs']
[''],['Visual Interference'],['Hidden Costs']
['thi offer valid add cart'],['Visual Interference'],['Activity Notification']
['save aud off'],['Visual Interference'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['merchandis iservic charg total befor tax estim tax order total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
['order subtot standard deliveri care handl tax total save today'],['Hidden Costs'],['Hidden Costs']
['hug kiss rose bouquet discount deliveri tax item total'],['Hidden Costs'],['Hidden Costs']
